========================= E1-1 =========================
E1-1: 100%|███████████████████████████████████████████████████████████████████████| 112/112 [00:49<00:00,  2.29it/s]
================== Placed Items ==================
{Name: 92x81x55-0, Position: [0, 0, 0], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 60x51x41-19, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [60, 51, 41]}
{Name: 60x51x41-20, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [60, 51, 41]}
{Name: 60x51x41-21, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [60, 51, 41]}
Count: 31
==================================================
Total filling ratio: 0.8652

========================= E2-3 =========================
E2-3: 100%|███████████████████████████████████████████████████████████████████████| 117/117 [00:48<00:00,  2.41it/s] 
================== Placed Items ==================
{Name: 100x80x72-0, Position: [0, 0, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-1, Position: [72, 0, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-2, Position: [0, 80, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-3, Position: [0, 0, 100], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-4, Position: [144, 0, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-5, Position: [0, 160, 0], Rotation: [1, 2, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-6, Position: [216, 0, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-7, Position: [288, 0, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-8, Position: [360, 0, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-9, Position: [432, 0, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-10, Position: [504, 0, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-11, Position: [72, 80, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-12, Position: [72, 0, 100], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-13, Position: [0, 80, 100], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-14, Position: [144, 80, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-15, Position: [80, 160, 0], Rotation: [1, 2, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-16, Position: [216, 80, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-17, Position: [288, 80, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-18, Position: [360, 80, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 100x80x72-19, Position: [432, 80, 0], Rotation: [2, 1, 0], LWH: [100, 80, 72]}
{Name: 87x77x43-0, Position: [504, 80, 0], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-1, Position: [144, 0, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-2, Position: [0, 160, 100], Rotation: [1, 2, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-3, Position: [187, 0, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-4, Position: [230, 0, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-5, Position: [273, 0, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-6, Position: [316, 0, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-7, Position: [359, 0, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-8, Position: [402, 0, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-9, Position: [445, 0, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-10, Position: [488, 0, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-11, Position: [531, 0, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-12, Position: [504, 157, 0], Rotation: [1, 2, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-13, Position: [160, 160, 0], Rotation: [1, 2, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-14, Position: [237, 160, 0], Rotation: [1, 2, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-15, Position: [314, 160, 0], Rotation: [1, 2, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-16, Position: [391, 160, 0], Rotation: [1, 2, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-17, Position: [72, 80, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-18, Position: [144, 77, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-19, Position: [77, 160, 100], Rotation: [1, 2, 0], LWH: [87, 77, 43]}
{Name: 87x77x43-20, Position: [187, 77, 100], Rotation: [2, 1, 0], LWH: [87, 77, 43]}
{Name: 88x54x39-0, Position: [547, 80, 0], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-1, Position: [230, 77, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-2, Position: [269, 77, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-3, Position: [308, 77, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-4, Position: [347, 77, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-5, Position: [386, 77, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-6, Position: [425, 77, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-7, Position: [464, 77, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-8, Position: [503, 77, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-9, Position: [542, 77, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-10, Position: [160, 160, 87], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-11, Position: [248, 160, 87], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-12, Position: [336, 160, 87], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-13, Position: [424, 160, 87], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-14, Position: [503, 131, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-15, Position: [542, 131, 100], Rotation: [2, 1, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-16, Position: [503, 185, 100], Rotation: [1, 2, 0], LWH: [88, 54, 39]}
{Name: 88x54x39-17, Position: [160, 160, 126], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-18, Position: [248, 160, 126], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-19, Position: [336, 160, 126], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-20, Position: [424, 160, 126], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-21, Position: [160, 160, 165], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-22, Position: [248, 160, 165], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-23, Position: [336, 160, 165], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
{Name: 88x54x39-24, Position: [424, 160, 165], Rotation: [0, 1, 2], LWH: [88, 54, 39]}
Count: 66
================= Unfitted Items =================
{Name: 94x54x36-0, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-1, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-2, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-3, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-4, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-5, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-6, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-7, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-8, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-9, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-10, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-11, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-12, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-13, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-14, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-15, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-16, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-17, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-18, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-19, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-20, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-21, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-22, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-23, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-24, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-25, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 94x54x36-26, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [94, 54, 36]}
{Name: 83x40x36-0, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-1, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-2, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-3, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-4, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-5, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-6, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-7, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-8, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-9, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-10, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-11, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-12, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-13, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-14, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-15, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-16, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-17, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-18, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-19, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-20, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-21, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-22, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
{Name: 83x40x36-23, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [83, 40, 36]}
Count: 51
==================================================
Total filling ratio: 0.7379

========================= E2-4 =========================
E2-4: 100%|███████████████████████████████████████████████████████████████████████| 118/118 [00:58<00:00,  2.00it/s] 
================== Placed Items ==================
{Name: 90x70x63-0, Position: [0, 0, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-1, Position: [63, 0, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-2, Position: [0, 70, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-3, Position: [0, 0, 90], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-4, Position: [126, 0, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-5, Position: [0, 140, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-6, Position: [189, 0, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-7, Position: [252, 0, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-8, Position: [315, 0, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-9, Position: [378, 0, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-10, Position: [441, 0, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-11, Position: [504, 0, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-12, Position: [63, 70, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-13, Position: [63, 0, 90], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-14, Position: [63, 140, 0], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 90x70x63-15, Position: [0, 70, 90], Rotation: [2, 1, 0], LWH: [90, 70, 63]}
{Name: 80x76x54-0, Position: [189, 70, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-1, Position: [265, 70, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-2, Position: [341, 70, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-3, Position: [417, 70, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-4, Position: [493, 70, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-5, Position: [126, 0, 90], Rotation: [2, 1, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-6, Position: [0, 140, 90], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-7, Position: [180, 0, 90], Rotation: [2, 1, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-8, Position: [234, 0, 90], Rotation: [2, 1, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-9, Position: [288, 0, 90], Rotation: [2, 1, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-10, Position: [342, 0, 90], Rotation: [2, 1, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-11, Position: [396, 0, 90], Rotation: [2, 1, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-12, Position: [450, 0, 90], Rotation: [2, 1, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-13, Position: [504, 0, 90], Rotation: [2, 1, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-14, Position: [189, 124, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-15, Position: [265, 124, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-16, Position: [341, 124, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-17, Position: [417, 124, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-18, Position: [493, 124, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-19, Position: [189, 178, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-20, Position: [265, 178, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-21, Position: [341, 178, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 80x76x54-22, Position: [417, 178, 0], Rotation: [1, 2, 0], LWH: [80, 76, 54]}
{Name: 94x85x39-0, Position: [0, 0, 180], Rotation: [1, 0, 2], LWH: [94, 85, 39]}
{Name: 94x85x39-1, Position: [85, 0, 180], Rotation: [1, 0, 2], LWH: [94, 85, 39]}
{Name: 94x85x39-2, Position: [0, 194, 90], Rotation: [0, 2, 1], LWH: [94, 85, 39]}
{Name: 94x85x39-3, Position: [0, 94, 180], Rotation: [1, 0, 2], LWH: [94, 85, 39]}
{Name: 94x85x39-4, Position: [126, 140, 0], Rotation: [2, 1, 0], LWH: [94, 85, 39]}
{Name: 94x85x39-5, Position: [180, 0, 170], Rotation: [1, 0, 2], LWH: [94, 85, 39]}
{Name: 94x85x39-6, Position: [265, 0, 170], Rotation: [1, 0, 2], LWH: [94, 85, 39]}
{Name: 94x85x39-7, Position: [350, 0, 170], Rotation: [1, 0, 2], LWH: [94, 85, 39]}
{Name: 94x85x39-8, Position: [435, 0, 170], Rotation: [1, 0, 2], LWH: [94, 85, 39]}
{Name: 94x85x39-9, Position: [126, 76, 90], Rotation: [0, 2, 1], LWH: [94, 85, 39]}
{Name: 94x85x39-10, Position: [220, 76, 90], Rotation: [0, 2, 1], LWH: [94, 85, 39]}
{Name: 94x85x39-11, Position: [314, 76, 90], Rotation: [0, 2, 1], LWH: [94, 85, 39]}
{Name: 94x85x39-12, Position: [408, 76, 90], Rotation: [0, 2, 1], LWH: [94, 85, 39]}
{Name: 94x85x39-13, Position: [502, 76, 90], Rotation: [1, 2, 0], LWH: [94, 85, 39]}
{Name: 94x85x39-14, Position: [85, 94, 180], Rotation: [1, 0, 2], LWH: [94, 85, 39]}
{Name: 94x85x39-15, Position: [94, 194, 90], Rotation: [0, 2, 1], LWH: [94, 85, 39]}
{Name: 94x85x39-16, Position: [126, 115, 90], Rotation: [0, 2, 1], LWH: [94, 85, 39]}
{Name: 94x85x39-17, Position: [220, 115, 90], Rotation: [1, 2, 0], LWH: [94, 85, 39]}
{Name: 94x85x39-18, Position: [305, 115, 90], Rotation: [1, 2, 0], LWH: [94, 85, 39]}
{Name: 94x85x39-19, Position: [390, 115, 90], Rotation: [1, 2, 0], LWH: [94, 85, 39]}
{Name: 84x78x28-0, Position: [558, 0, 90], Rotation: [2, 0, 1], LWH: [84, 78, 28]}
{Name: 84x78x28-1, Position: [493, 124, 80], Rotation: [0, 2, 1], LWH: [84, 78, 28]}
{Name: 84x78x28-2, Position: [493, 152, 80], Rotation: [0, 2, 1], LWH: [84, 78, 28]}
{Name: 84x78x28-3, Position: [189, 178, 80], Rotation: [0, 2, 1], LWH: [84, 78, 28]}
{Name: 84x78x28-4, Position: [273, 178, 80], Rotation: [0, 2, 1], LWH: [84, 78, 28]}
{Name: 84x78x28-5, Position: [357, 178, 80], Rotation: [0, 2, 1], LWH: [84, 78, 28]}
{Name: 84x78x28-6, Position: [493, 180, 80], Rotation: [0, 2, 1], LWH: [84, 78, 28]}
{Name: 84x78x28-7, Position: [180, 94, 170], Rotation: [1, 0, 2], LWH: [84, 78, 28]}
{Name: 84x78x28-8, Position: [258, 94, 170], Rotation: [1, 0, 2], LWH: [84, 78, 28]}
{Name: 84x78x28-9, Position: [336, 94, 170], Rotation: [1, 0, 2], LWH: [84, 78, 28]}
{Name: 84x78x28-10, Position: [414, 94, 170], Rotation: [1, 0, 2], LWH: [84, 78, 28]}
{Name: 84x78x28-11, Position: [492, 94, 170], Rotation: [1, 0, 2], LWH: [84, 78, 28]}
{Name: 69x50x45-0, Position: [126, 70, 0], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-1, Position: [504, 0, 170], Rotation: [2, 0, 1], LWH: [69, 50, 45]}
{Name: 69x50x45-2, Position: [493, 178, 0], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-3, Position: [538, 178, 0], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-4, Position: [189, 178, 158], Rotation: [0, 1, 2], LWH: [69, 50, 45]}
{Name: 69x50x45-5, Position: [258, 178, 158], Rotation: [0, 1, 2], LWH: [69, 50, 45]}
{Name: 69x50x45-6, Position: [327, 178, 158], Rotation: [0, 1, 2], LWH: [69, 50, 45]}
{Name: 69x50x45-7, Position: [396, 178, 158], Rotation: [0, 1, 2], LWH: [69, 50, 45]}
{Name: 69x50x45-8, Position: [465, 178, 158], Rotation: [0, 1, 2], LWH: [69, 50, 45]}
Count: 80
================= Unfitted Items =================
{Name: 84x78x28-12, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-13, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-14, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-15, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-16, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-17, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-18, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-19, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-20, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-21, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-22, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-23, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-24, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-25, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-26, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 84x78x28-27, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [84, 78, 28]}
{Name: 69x50x45-9, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-10, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-11, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-12, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-13, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-14, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-15, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-16, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-17, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-18, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-19, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-20, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-21, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-22, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-23, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-24, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-25, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-26, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-27, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-28, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-29, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
{Name: 69x50x45-30, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [69, 50, 45]}
Count: 38
==================================================
Total filling ratio: 0.7887

========================= E2-5 =========================
E2-5: 100%|█████████████████████████████████████████████████████████████████████████| 94/94 [00:32<00:00,  2.89it/s] 
================== Placed Items ==================
{Name: 106x80x59-0, Position: [0, 0, 0], Rotation: [2, 1, 0], LWH: [106, 80, 59]}
{Name: 106x80x59-1, Position: [59, 0, 0], Rotation: [2, 1, 0], LWH: [106, 80, 59]}
{Name: 106x80x59-2, Position: [0, 80, 0], Rotation: [2, 1, 0], LWH: [106, 80, 59]}
{Name: 106x80x59-3, Position: [0, 0, 106], Rotation: [2, 1, 0], LWH: [106, 80, 59]}
{Name: 106x80x59-4, Position: [118, 0, 0], Rotation: [2, 1, 0], LWH: [106, 80, 59]}
{Name: 106x80x59-5, Position: [0, 160, 0], Rotation: [1, 2, 0], LWH: [106, 80, 59]}
{Name: 106x80x59-6, Position: [177, 0, 0], Rotation: [2, 1, 0], LWH: [106, 80, 59]}
{Name: 106x80x59-7, Position: [236, 0, 0], Rotation: [2, 1, 0], LWH: [106, 80, 59]}
{Name: 106x80x59-8, Position: [295, 0, 0], Rotation: [2, 1, 0], LWH: [106, 80, 59]}
{Name: 106x80x59-9, Position: [354, 0, 0], Rotation: [2, 1, 0], LWH: [106, 80, 59]}
