Case 1
388.00 81.00 91.00
0.00 0.00 118.00
0.00 50.00 118.00
0.00 100.00 118.00
66.00 0.00 118.00
66.00 50.00 118.00
66.00 100.00 118.00
132.00 0.00 118.00
132.00 50.00 118.00
132.00 100.00 118.00
198.00 0.00 118.00
198.00 50.00 118.00
198.00 100.00 118.00
264.00 0.00 118.00
264.00 50.00 118.00
264.00 100.00 118.00
330.00 0.00 118.00
330.00 50.00 118.00
330.00 100.00 118.00
396.00 0.00 118.00
396.00 50.00 118.00
396.00 100.00 118.00
0.00 183.00 120.00
0.00 183.00 156.00
113.00 183.00 120.00
113.00 183.00 156.00
226.00 183.00 120.00
226.00 183.00 156.00
339.00 183.00 120.00
339.00 183.00 156.00
452.00 183.00 120.00
452.00 183.00 160.00
0.00 0.00 160.00
0.00 30.00 160.00
0.00 60.00 160.00
0.00 90.00 160.00
101.00 0.00 160.00
101.00 30.00 160.00
101.00 60.00 160.00
101.00 90.00 160.00
202.00 0.00 160.00
202.00 30.00 160.00
202.00 60.00 160.00
202.00 90.00 160.00
303.00 0.00 160.00
303.00 30.00 160.00
303.00 60.00 160.00
303.00 90.00 160.00
used ratio:72.387%

Case 15
0.00 0.00 0.00
0.00 77.00 0.00
0.00 154.00 0.00
87.00 0.00 0.00
87.00 77.00 0.00
87.00 154.00 0.00
174.00 0.00 0.00
174.00 77.00 0.00
174.00 154.00 0.00
261.00 0.00 0.00
261.00 77.00 0.00
261.00 154.00 0.00
348.00 0.00 0.00
348.00 77.00 0.00
348.00 154.00 0.00
435.00 0.00 0.00
435.00 77.00 0.00
435.00 154.00 0.00
0.00 0.00 43.00
0.00 80.00 43.00
100.00 0.00 43.00
100.00 80.00 43.00
200.00 0.00 43.00
200.00 80.00 43.00
300.00 0.00 43.00
300.00 80.00 43.00
400.00 0.00 43.00
400.00 80.00 43.00
0.00 160.00 43.00
94.00 160.00 43.00
188.00 160.00 43.00
282.00 160.00 43.00
376.00 160.00 43.00
0.00 160.00 73.00
0.00 160.00 109.00
94.00 160.00 73.00
94.00 160.00 109.00
188.00 160.00 73.00
188.00 160.00 109.00
282.00 160.00 73.00
282.00 160.00 109.00
376.00 160.00 73.00
376.00 160.00 109.00
0.00 0.00 115.00
0.00 58.00 115.00
109.00 0.00 115.00
109.00 58.00 115.00
218.00 0.00 115.00
218.00 58.00 115.00
327.00 0.00 115.00
327.00 58.00 115.00
0.00 116.00 115.00
83.00 116.00 115.00
166.00 116.00 115.00
249.00 116.00 115.00
332.00 116.00 115.00
415.00 116.00 115.00
0.00 160.00 145.00
0.00 160.00 167.00
0.00 160.00 189.00
91.00 160.00 145.00
91.00 160.00 167.00
91.00 160.00 189.00
182.00 160.00 145.00
182.00 160.00 167.00
182.00 160.00 189.00
273.00 160.00 145.00
273.00 160.00 167.00
273.00 160.00 189.00
364.00 160.00 145.00
364.00 160.00 167.00
364.00 160.00 189.00
0.00 0.00 169.00
0.00 54.00 169.00
88.00 0.00 169.00
88.00 54.00 169.00
176.00 0.00 169.00
176.00 54.00 169.00
264.00 0.00 169.00
264.00 54.00 169.00
used ratio:69.651%

Case 16
0.00 0.00 0.00
0.00 70.00 0.00
0.00 140.00 0.00
95.00 0.00 0.00
95.00 70.00 0.00
95.00 140.00 0.00
190.00 0.00 0.00
190.00 70.00 0.00
190.00 140.00 0.00
285.00 0.00 0.00
285.00 70.00 0.00
285.00 140.00 0.00
380.00 0.00 0.00
380.00 70.00 0.00
380.00 140.00 0.00
475.00 0.00 0.00
475.00 70.00 0.00
475.00 140.00 0.00
0.00 0.00 62.00
0.00 49.00 62.00
0.00 98.00 62.00
0.00 147.00 62.00
111.00 0.00 62.00
111.00 49.00 62.00
111.00 98.00 62.00
111.00 147.00 62.00
222.00 0.00 62.00
222.00 49.00 62.00
222.00 98.00 62.00
222.00 147.00 62.00
333.00 0.00 62.00
333.00 49.00 62.00
333.00 98.00 62.00
333.00 147.00 62.00
444.00 0.00 62.00
444.00 51.00 62.00
444.00 102.00 62.00
444.00 153.00 62.00
504.00 0.00 62.00
504.00 51.00 62.00
504.00 102.00 62.00
504.00 153.00 62.00
0.00 0.00 88.00
0.00 84.00 88.00
85.00 0.00 88.00
85.00 84.00 88.00
170.00 0.00 88.00
170.00 84.00 88.00
255.00 0.00 88.00
255.00 84.00 88.00
340.00 0.00 88.00
340.00 84.00 88.00
0.00 168.00 88.00
49.00 168.00 88.00
98.00 168.00 88.00
147.00 168.00 88.00
196.00 168.00 88.00
245.00 168.00 88.00
294.00 168.00 88.00
343.00 168.00 88.00
392.00 168.00 88.00
444.00 0.00 103.00
444.00 36.00 103.00
444.00 72.00 103.00
444.00 108.00 103.00
444.00 144.00 103.00
492.00 0.00 103.00
492.00 36.00 103.00
492.00 72.00 103.00
492.00 108.00 103.00
492.00 144.00 103.00
0.00 168.00 109.00
49.00 168.00 109.00
98.00 168.00 109.00
147.00 168.00 109.00
196.00 168.00 109.00
245.00 168.00 109.00
294.00 168.00 109.00
444.00 0.00 134.00
444.00 84.00 134.00
0.00 0.00 160.00
0.00 76.00 160.00
86.00 0.00 160.00
86.00 76.00 160.00
172.00 0.00 160.00
172.00 76.00 160.00
258.00 0.00 160.00
258.00 49.00 160.00
369.00 0.00 160.00
369.00 36.00 160.00
369.00 72.00 160.00
369.00 108.00 160.00
258.00 98.00 160.00
306.00 98.00 160.00
258.00 0.00 186.00
used ratio:67.225%

Case 17
0.00 0.00 0.00
0.00 64.00 0.00
0.00 128.00 0.00
92.00 0.00 0.00
92.00 64.00 0.00
92.00 128.00 0.00
184.00 0.00 0.00
184.00 64.00 0.00
184.00 128.00 0.00
276.00 0.00 0.00
276.00 64.00 0.00
276.00 128.00 0.00
368.00 0.00 0.00
368.00 64.00 0.00
368.00 128.00 0.00
460.00 0.00 0.00
460.00 64.00 0.00
460.00 128.00 0.00
0.00 192.00 0.00
0.00 192.00 28.00
52.00 192.00 0.00
52.00 192.00 28.00
104.00 192.00 0.00
104.00 192.00 28.00
156.00 192.00 0.00
156.00 192.00 28.00
208.00 192.00 0.00
208.00 192.00 28.00
260.00 192.00 0.00
260.00 192.00 28.00
312.00 192.00 0.00
312.00 192.00 28.00
364.00 192.00 0.00
364.00 192.00 28.00
416.00 192.00 0.00
416.00 192.00 28.00
468.00 192.00 0.00
468.00 192.00 28.00
520.00 192.00 0.00
520.00 192.00 28.00
0.00 0.00 33.00
0.00 45.00 33.00
0.00 90.00 33.00
0.00 135.00 33.00
75.00 0.00 33.00
75.00 45.00 33.00
75.00 90.00 33.00
75.00 135.00 33.00
150.00 0.00 33.00
150.00 45.00 33.00
150.00 90.00 33.00
150.00 135.00 33.00
225.00 0.00 33.00
225.00 45.00 33.00
225.00 90.00 33.00
225.00 135.00 33.00
300.00 0.00 33.00
300.00 45.00 33.00
300.00 90.00 33.00
300.00 135.00 33.00
375.00 0.00 33.00
375.00 45.00 33.00
375.00 90.00 33.00
375.00 135.00 33.00
450.00 0.00 33.00
450.00 45.00 33.00
450.00 90.00 33.00
450.00 135.00 33.00
0.00 192.00 56.00
0.00 192.00 85.00
57.00 192.00 56.00
57.00 192.00 85.00
114.00 192.00 56.00
114.00 192.00 85.00
171.00 192.00 56.00
171.00 192.00 85.00
228.00 192.00 56.00
228.00 192.00 85.00
285.00 192.00 56.00
285.00 192.00 85.00
342.00 192.00 56.00
342.00 192.00 85.00
399.00 192.00 56.00
399.00 192.00 85.00
456.00 192.00 56.00
456.00 192.00 85.00
513.00 192.00 56.00
513.00 192.00 85.00
0.00 0.00 68.00
0.00 0.00 107.00
0.00 59.00 68.00
0.00 59.00 107.00
0.00 118.00 68.00
0.00 118.00 107.00
119.00 0.00 68.00
119.00 0.00 107.00
119.00 59.00 68.00
119.00 59.00 107.00
119.00 118.00 68.00
119.00 118.00 107.00
238.00 0.00 68.00
238.00 0.00 107.00
238.00 59.00 68.00
238.00 59.00 107.00
238.00 118.00 68.00
238.00 118.00 107.00
357.00 0.00 68.00
357.00 0.00 107.00
357.00 59.00 68.00
357.00 59.00 107.00
357.00 118.00 68.00
357.00 118.00 107.00
0.00 192.00 114.00
57.00 192.00 114.00
114.00 192.00 114.00
171.00 192.00 114.00
228.00 192.00 114.00
285.00 192.00 114.00
0.00 0.00 146.00
0.00 37.00 146.00
0.00 74.00 146.00
0.00 111.00 146.00
99.00 0.00 146.00
99.00 37.00 146.00
99.00 74.00 146.00
99.00 111.00 146.00
198.00 0.00 146.00
198.00 37.00 146.00
198.00 74.00 146.00
198.00 111.00 146.00
297.00 0.00 146.00
297.00 37.00 146.00
297.00 74.00 146.00
297.00 111.00 146.00
396.00 0.00 146.00
396.00 52.00 146.00
396.00 104.00 146.00
0.00 0.00 176.00
113.00 0.00 176.00
226.00 0.00 176.00
0.00 92.00 176.00
75.00 92.00 176.00
150.00 92.00 176.00
used ratio:67.662%

Case 18
0.00 0.00 0.00
0.00 84.00 0.00
85.00 0.00 0.00
85.00 84.00 0.00
170.00 0.00 0.00
170.00 84.00 0.00
255.00 0.00 0.00
255.00 84.00 0.00
340.00 0.00 0.00
340.00 84.00 0.00
425.00 0.00 0.00
425.00 84.00 0.00
510.00 0.00 0.00
510.00 0.00 47.00
510.00 0.00 94.00
510.00 0.00 141.00
510.00 48.00 0.00
510.00 48.00 47.00
510.00 48.00 94.00
510.00 48.00 141.00
510.00 96.00 0.00
510.00 96.00 47.00
510.00 96.00 94.00
510.00 96.00 141.00
510.00 144.00 0.00
510.00 144.00 21.00
510.00 144.00 42.00
510.00 144.00 63.00
510.00 169.00 0.00
510.00 169.00 21.00
510.00 169.00 42.00
510.00 169.00 63.00
510.00 194.00 0.00
510.00 194.00 21.00
510.00 194.00 42.00
510.00 194.00 63.00
0.00 168.00 0.00
60.00 168.00 0.00
120.00 168.00 0.00
180.00 168.00 0.00
240.00 168.00 0.00
300.00 168.00 0.00
360.00 168.00 0.00
420.00 168.00 0.00
0.00 168.00 41.00
0.00 168.00 67.00
0.00 168.00 93.00
111.00 168.00 41.00
111.00 168.00 67.00
111.00 168.00 93.00
222.00 168.00 41.00
222.00 168.00 67.00
222.00 168.00 93.00
333.00 168.00 41.00
333.00 168.00 67.00
333.00 168.00 93.00
0.00 0.00 72.00
0.00 70.00 72.00
95.00 0.00 72.00
95.00 70.00 72.00
190.00 0.00 72.00
190.00 70.00 72.00
285.00 0.00 72.00
285.00 70.00 72.00
380.00 0.00 72.00
380.00 70.00 72.00
0.00 140.00 72.00
510.00 144.00 84.00
510.00 144.00 115.00
510.00 144.00 146.00
510.00 144.00 177.00
510.00 180.00 84.00
510.00 180.00 115.00
510.00 180.00 146.00
510.00 180.00 177.00
0.00 168.00 119.00
0.00 168.00 152.00
90.00 168.00 119.00
90.00 168.00 152.00
180.00 168.00 119.00
180.00 168.00 152.00
270.00 168.00 119.00
270.00 168.00 152.00
360.00 168.00 119.00
360.00 168.00 166.00
0.00 0.00 134.00
0.00 0.00 172.00
86.00 0.00 134.00
86.00 0.00 172.00
172.00 0.00 134.00
172.00 0.00 172.00
258.00 0.00 134.00
258.00 0.00 172.00
344.00 0.00 134.00
344.00 0.00 172.00
0.00 76.00 134.00
48.00 76.00 134.00
96.00 76.00 134.00
144.00 76.00 134.00
192.00 76.00 134.00
263.00 76.00 134.00
334.00 76.00 134.00
used ratio:69.268%

Case 19
0.00 0.00 0.00
0.00 61.00 0.00
0.00 122.00 0.00
106.00 0.00 0.00
106.00 61.00 0.00
106.00 122.00 0.00
212.00 0.00 0.00
212.00 61.00 0.00
212.00 122.00 0.00
318.00 0.00 0.00
318.00 61.00 0.00
318.00 122.00 0.00
424.00 0.00 0.00
424.00 61.00 0.00
424.00 122.00 0.00
0.00 183.00 0.00
0.00 183.00 40.00
91.00 183.00 0.00
91.00 183.00 40.00
182.00 183.00 0.00
182.00 183.00 40.00
273.00 183.00 0.00
273.00 183.00 40.00
364.00 183.00 0.00
364.00 183.00 40.00
455.00 183.00 0.00
455.00 183.00 40.00
0.00 0.00 56.00
0.00 78.00 56.00
102.00 0.00 56.00
102.00 78.00 56.00
204.00 0.00 56.00
204.00 78.00 56.00
306.00 0.00 56.00
306.00 78.00 56.00
408.00 0.00 56.00
408.00 78.00 56.00
0.00 183.00 80.00
66.00 183.00 80.00
132.00 183.00 80.00
198.00 183.00 80.00
264.00 183.00 80.00
330.00 183.00 80.00
396.00 183.00 80.00
462.00 183.00 80.00
0.00 0.00 95.00
0.00 46.00 95.00
0.00 92.00 95.00
113.00 0.00 95.00
113.00 46.00 95.00
113.00 92.00 95.00
226.00 0.00 95.00
226.00 46.00 95.00
226.00 92.00 95.00
339.00 0.00 95.00
339.00 46.00 95.00
339.00 92.00 95.00
0.00 183.00 122.00
0.00 183.00 148.00
0.00 183.00 174.00
101.00 183.00 122.00
101.00 183.00 148.00
101.00 183.00 174.00
202.00 183.00 122.00
202.00 183.00 148.00
202.00 183.00 174.00
303.00 183.00 122.00
303.00 183.00 148.00
303.00 183.00 174.00
404.00 183.00 122.00
404.00 183.00 148.00
404.00 183.00 174.00
0.00 0.00 131.00
0.00 63.00 131.00
103.00 0.00 131.00
103.00 63.00 131.00
206.00 0.00 131.00
206.00 63.00 131.00
309.00 0.00 131.00
309.00 63.00 131.00
0.00 0.00 189.00
97.00 0.00 189.00
194.00 0.00 189.00
291.00 0.00 189.00
0.00 81.00 189.00
101.00 81.00 189.00
202.00 81.00 189.00
used ratio:65.499%

Case 20
0.00 0.00 0.00
0.00 88.00 0.00
94.00 0.00 0.00
94.00 88.00 0.00
188.00 0.00 0.00
188.00 88.00 0.00
282.00 0.00 0.00
282.00 88.00 0.00
376.00 0.00 0.00
376.00 88.00 0.00
470.00 0.00 0.00
470.00 88.00 0.00
0.00 176.00 0.00
70.00 176.00 0.00
140.00 176.00 0.00
210.00 176.00 0.00
280.00 176.00 0.00
350.00 176.00 0.00
420.00 176.00 0.00
490.00 176.00 0.00
0.00 176.00 37.00
65.00 176.00 37.00
130.00 176.00 37.00
195.00 176.00 37.00
260.00 176.00 37.00
325.00 176.00 37.00
390.00 176.00 37.00
455.00 176.00 37.00
0.00 0.00 50.00
0.00 84.00 50.00
86.00 0.00 50.00
86.00 84.00 50.00
172.00 0.00 50.00
172.00 84.00 50.00
258.00 0.00 50.00
258.00 84.00 50.00
344.00 0.00 50.00
344.00 84.00 50.00
430.00 0.00 50.00
430.00 84.00 50.00
0.00 176.00 87.00
0.00 176.00 121.00
0.00 176.00 155.00
81.00 176.00 87.00
81.00 176.00 121.00
81.00 176.00 155.00
162.00 176.00 87.00
162.00 176.00 121.00
162.00 176.00 155.00
243.00 176.00 87.00
243.00 176.00 121.00
243.00 176.00 155.00
324.00 176.00 87.00
324.00 176.00 121.00
324.00 176.00 155.00
405.00 176.00 87.00
405.00 176.00 121.00
405.00 176.00 155.00
0.00 0.00 95.00
0.00 61.00 95.00
71.00 0.00 95.00
71.00 61.00 95.00
142.00 0.00 95.00
142.00 61.00 95.00
213.00 0.00 95.00
213.00 61.00 95.00
284.00 0.00 95.00
284.00 61.00 95.00
355.00 0.00 95.00
355.00 61.00 95.00
426.00 0.00 95.00
426.00 61.00 95.00
0.00 122.00 95.00
0.00 0.00 147.00
86.00 0.00 147.00
172.00 0.00 147.00
258.00 0.00 147.00
344.00 0.00 147.00
430.00 0.00 147.00
430.00 51.00 147.00
used ratio:69.677%

Case 21
0.00 0.00 0.00
0.00 49.00 0.00
0.00 98.00 0.00
0.00 147.00 0.00
116.00 0.00 0.00
116.00 49.00 0.00
116.00 98.00 0.00
116.00 147.00 0.00
232.00 0.00 0.00
232.00 49.00 0.00
232.00 98.00 0.00
232.00 147.00 0.00
348.00 0.00 0.00
348.00 49.00 0.00
348.00 98.00 0.00
348.00 147.00 0.00
464.00 0.00 0.00
464.00 49.00 0.00
464.00 98.00 0.00
464.00 147.00 0.00
0.00 196.00 0.00
52.00 196.00 0.00
104.00 196.00 0.00
156.00 196.00 0.00
208.00 196.00 0.00
260.00 196.00 0.00
312.00 196.00 0.00
364.00 196.00 0.00
416.00 196.00 0.00
468.00 196.00 0.00
520.00 196.00 0.00
0.00 196.00 28.00
57.00 196.00 28.00
114.00 196.00 28.00
171.00 196.00 28.00
228.00 196.00 28.00
285.00 196.00 28.00
342.00 196.00 28.00
399.00 196.00 28.00
456.00 196.00 28.00
513.00 196.00 28.00
0.00 0.00 47.00
0.00 92.00 47.00
113.00 0.00 47.00
113.00 92.00 47.00
226.00 0.00 47.00
226.00 92.00 47.00
339.00 0.00 47.00
339.00 92.00 47.00
452.00 0.00 47.00
452.00 92.00 47.00
0.00 196.00 57.00
57.00 196.00 57.00
114.00 196.00 57.00
171.00 196.00 57.00
228.00 196.00 57.00
285.00 196.00 57.00
342.00 196.00 57.00
0.00 0.00 80.00
0.00 59.00 80.00
0.00 118.00 80.00
119.00 0.00 80.00
119.00 59.00 80.00
119.00 118.00 80.00
238.00 0.00 80.00
238.00 59.00 80.00
238.00 118.00 80.00
357.00 0.00 80.00
357.00 59.00 80.00
357.00 118.00 80.00
476.00 0.00 80.00
476.00 0.00 115.00
476.00 0.00 150.00
476.00 0.00 185.00
476.00 45.00 80.00
476.00 45.00 115.00
476.00 45.00 150.00
476.00 45.00 185.00
476.00 90.00 80.00
476.00 90.00 115.00
476.00 90.00 150.00
476.00 90.00 185.00
476.00 135.00 80.00
476.00 135.00 115.00
476.00 135.00 150.00
476.00 135.00 185.00
0.00 0.00 119.00
0.00 68.00 119.00
79.00 0.00 119.00
79.00 68.00 119.00
158.00 0.00 119.00
158.00 68.00 119.00
237.00 0.00 119.00
237.00 68.00 119.00
316.00 0.00 119.00
316.00 68.00 119.00
395.00 0.00 119.00
395.00 68.00 119.00
0.00 136.00 119.00
0.00 136.00 149.00
0.00 136.00 179.00
99.00 136.00 119.00
99.00 136.00 149.00
99.00 136.00 179.00
198.00 136.00 119.00
198.00 136.00 149.00
198.00 136.00 179.00
297.00 136.00 119.00
297.00 136.00 149.00
297.00 136.00 179.00
396.00 136.00 119.00
396.00 136.00 147.00
396.00 136.00 175.00
0.00 0.00 163.00
0.00 64.00 163.00
92.00 0.00 163.00
92.00 64.00 163.00
184.00 0.00 163.00
184.00 64.00 163.00
276.00 0.00 163.00
276.00 64.00 163.00
368.00 0.00 163.00
368.00 64.00 163.00
used ratio:72.215%

Case 22
0.00 0.00 0.00
0.00 73.00 0.00
0.00 146.00 0.00
109.00 0.00 0.00
109.00 73.00 0.00
109.00 146.00 0.00
218.00 0.00 0.00
218.00 73.00 0.00
218.00 146.00 0.00
327.00 0.00 0.00
327.00 73.00 0.00
327.00 146.00 0.00
436.00 0.00 0.00
436.00 73.00 0.00
436.00 146.00 0.00
545.00 0.00 0.00
545.00 0.00 32.00
545.00 42.00 0.00
545.00 42.00 32.00
545.00 84.00 0.00
545.00 84.00 32.00
545.00 126.00 0.00
545.00 126.00 32.00
545.00 168.00 0.00
545.00 168.00 32.00
0.00 0.00 23.00
0.00 0.00 74.00
0.00 79.00 23.00
0.00 79.00 74.00
118.00 0.00 23.00
118.00 0.00 74.00
118.00 79.00 23.00
118.00 79.00 74.00
236.00 0.00 23.00
236.00 0.00 74.00
236.00 79.00 23.00
236.00 79.00 74.00
354.00 0.00 23.00
354.00 0.00 74.00
354.00 79.00 23.00
354.00 79.00 74.00
472.00 0.00 23.00
472.00 0.00 75.00
472.00 0.00 127.00
472.00 58.00 23.00
472.00 58.00 75.00
472.00 58.00 127.00
472.00 116.00 23.00
472.00 116.00 55.00
472.00 116.00 87.00
472.00 116.00 119.00
0.00 158.00 23.00
0.00 158.00 59.00
76.00 158.00 23.00
76.00 158.00 59.00
152.00 158.00 23.00
152.00 158.00 59.00
228.00 158.00 23.00
228.00 158.00 59.00
304.00 158.00 23.00
304.00 158.00 59.00
380.00 158.00 23.00
380.00 158.00 59.00
456.00 158.00 23.00
456.00 158.00 59.00
0.00 158.00 95.00
0.00 158.00 138.00
64.00 158.00 95.00
64.00 158.00 138.00
128.00 158.00 95.00
128.00 158.00 138.00
192.00 158.00 95.00
192.00 158.00 138.00
256.00 158.00 95.00
256.00 158.00 138.00
320.00 158.00 95.00
320.00 158.00 138.00
384.00 158.00 95.00
384.00 158.00 138.00
448.00 158.00 95.00
448.00 158.00 138.00
0.00 0.00 125.00
0.00 70.00 125.00
84.00 0.00 125.00
84.00 70.00 125.00
168.00 0.00 125.00
168.00 70.00 125.00
252.00 0.00 125.00
252.00 70.00 125.00
336.00 0.00 125.00
336.00 70.00 125.00
0.00 0.00 160.00
0.00 66.00 160.00
80.00 0.00 160.00
80.00 66.00 160.00
160.00 0.00 160.00
160.00 66.00 160.00
240.00 0.00 160.00
240.00 66.00 160.00
320.00 0.00 160.00
320.00 66.00 160.00
0.00 158.00 181.00
86.00 158.00 181.00
172.00 158.00 181.00
258.00 158.00 181.00
344.00 158.00 181.00
used ratio:76.342%

Case 23
0.00 0.00 0.00
0.00 76.00 0.00
106.00 0.00 0.00
106.00 76.00 0.00
212.00 0.00 0.00
212.00 76.00 0.00
318.00 0.00 0.00
318.00 76.00 0.00
424.00 0.00 0.00
424.00 76.00 0.00
530.00 0.00 0.00
530.00 0.00 36.00
530.00 0.00 72.00
530.00 0.00 108.00
530.00 44.00 0.00
530.00 44.00 36.00
530.00 44.00 72.00
530.00 44.00 108.00
530.00 88.00 0.00
530.00 88.00 36.00
530.00 88.00 72.00
530.00 88.00 108.00
0.00 152.00 0.00
103.00 152.00 0.00
206.00 152.00 0.00
309.00 152.00 0.00
412.00 152.00 0.00
515.00 152.00 0.00
515.00 152.00 39.00
515.00 152.00 78.00
515.00 152.00 117.00
515.00 152.00 156.00
0.00 152.00 55.00
98.00 152.00 55.00
196.00 152.00 55.00
294.00 152.00 55.00
392.00 152.00 55.00
0.00 0.00 55.00
0.00 73.00 55.00
105.00 0.00 55.00
105.00 73.00 55.00
210.00 0.00 55.00
210.00 73.00 55.00
315.00 0.00 55.00
315.00 73.00 55.00
420.00 0.00 55.00
420.00 73.00 55.00
0.00 152.00 99.00
93.00 152.00 99.00
186.00 152.00 99.00
279.00 152.00 99.00
372.00 152.00 99.00
0.00 0.00 115.00
114.00 0.00 115.00
228.00 0.00 115.00
342.00 0.00 115.00
456.00 0.00 115.00
456.00 0.00 139.00
456.00 0.00 163.00
456.00 0.00 187.00
456.00 58.00 115.00
0.00 97.00 115.00
81.00 97.00 115.00
162.00 97.00 115.00
243.00 97.00 115.00
324.00 97.00 115.00
0.00 97.00 139.00
81.00 97.00 139.00
162.00 97.00 139.00
0.00 152.00 154.00
71.00 152.00 154.00
142.00 152.00 154.00
213.00 152.00 154.00
284.00 152.00 154.00
355.00 152.00 154.00
0.00 0.00 184.00
82.00 0.00 184.00
164.00 0.00 184.00
246.00 0.00 184.00
328.00 0.00 184.00
0.00 152.00 193.00
82.00 152.00 193.00
used ratio:75.856%

Case 24
0.00 0.00 0.00
0.00 76.00 0.00
0.00 152.00 0.00
108.00 0.00 0.00
108.00 76.00 0.00
108.00 152.00 0.00
216.00 0.00 0.00
216.00 76.00 0.00
216.00 152.00 0.00
324.00 0.00 0.00
324.00 76.00 0.00
324.00 152.00 0.00
432.00 0.00 0.00
432.00 0.00 73.00
432.00 99.00 0.00
432.00 99.00 73.00
432.00 198.00 0.00
432.00 198.00 25.00
432.00 198.00 50.00
468.00 198.00 0.00
468.00 198.00 25.00
468.00 198.00 50.00
504.00 198.00 0.00
504.00 198.00 25.00
504.00 198.00 50.00
540.00 198.00 0.00
552.00 0.00 0.00
552.00 25.00 0.00
552.00 50.00 0.00
552.00 75.00 0.00
552.00 100.00 0.00
552.00 125.00 0.00
552.00 150.00 0.00
0.00 0.00 30.00
0.00 70.00 30.00
0.00 140.00 30.00
111.00 0.00 30.00
111.00 70.00 30.00
111.00 140.00 30.00
222.00 0.00 30.00
222.00 70.00 30.00
222.00 140.00 30.00
333.00 0.00 30.00
333.00 0.00 76.00
333.00 0.00 122.00
333.00 72.00 30.00
333.00 72.00 76.00
333.00 72.00 122.00
333.00 144.00 30.00
333.00 144.00 76.00
333.00 144.00 122.00
432.00 198.00 75.00
432.00 198.00 103.00
432.00 198.00 131.00
432.00 198.00 159.00
432.00 198.00 187.00
0.00 0.00 78.00
0.00 43.00 78.00
0.00 86.00 78.00
0.00 129.00 78.00
110.00 0.00 78.00
110.00 43.00 78.00
110.00 86.00 78.00
110.00 129.00 78.00
220.00 0.00 78.00
220.00 43.00 78.00
220.00 86.00 78.00
220.00 129.00 78.00
0.00 172.00 78.00
81.00 172.00 78.00
162.00 172.00 78.00
243.00 172.00 78.00
0.00 0.00 103.00
0.00 81.00 103.00
94.00 0.00 103.00
94.00 81.00 103.00
188.00 0.00 103.00
188.00 81.00 103.00
0.00 172.00 106.00
0.00 172.00 132.00
0.00 172.00 158.00
95.00 172.00 106.00
95.00 172.00 132.00
95.00 172.00 158.00
190.00 172.00 106.00
190.00 172.00 132.00
190.00 172.00 158.00
432.00 0.00 146.00
432.00 0.00 177.00
432.00 66.00 146.00
432.00 66.00 177.00
432.00 132.00 146.00
432.00 132.00 177.00
0.00 0.00 147.00
0.00 81.00 147.00
92.00 0.00 147.00
92.00 81.00 147.00
184.00 0.00 147.00
184.00 81.00 147.00
333.00 0.00 168.00
333.00 66.00 168.00
333.00 132.00 168.00
0.00 172.00 184.00
used ratio:75.218%

Case 25
0.00 0.00 0.00
0.00 76.00 0.00
0.00 152.00 0.00
86.00 0.00 0.00
86.00 76.00 0.00
86.00 152.00 0.00
172.00 0.00 0.00
172.00 76.00 0.00
172.00 152.00 0.00
258.00 0.00 0.00
258.00 76.00 0.00
258.00 152.00 0.00
344.00 0.00 0.00
344.00 75.00 0.00
344.00 150.00 0.00
419.00 0.00 0.00
419.00 75.00 0.00
419.00 150.00 0.00
494.00 0.00 0.00
494.00 75.00 0.00
494.00 150.00 0.00
0.00 0.00 38.00
0.00 84.00 38.00
85.00 0.00 38.00
85.00 84.00 38.00
170.00 0.00 38.00
170.00 84.00 38.00
255.00 0.00 38.00
255.00 84.00 38.00
0.00 168.00 38.00
0.00 168.00 64.00
0.00 168.00 90.00
111.00 168.00 38.00
111.00 168.00 64.00
111.00 168.00 90.00
222.00 168.00 38.00
222.00 168.00 64.00
222.00 168.00 90.00
344.00 0.00 63.00
344.00 48.00 63.00
344.00 96.00 63.00
344.00 144.00 63.00
415.00 0.00 63.00
415.00 48.00 63.00
415.00 96.00 63.00
415.00 144.00 63.00
486.00 0.00 63.00
486.00 48.00 63.00
486.00 96.00 63.00
486.00 144.00 63.00
344.00 192.00 63.00
344.00 192.00 84.00
344.00 192.00 105.00
393.00 192.00 63.00
393.00 192.00 84.00
393.00 192.00 105.00
442.00 192.00 63.00
442.00 192.00 84.00
442.00 192.00 105.00
491.00 192.00 63.00
491.00 192.00 84.00
491.00 192.00 105.00
344.00 0.00 110.00
344.00 48.00 110.00
344.00 96.00 110.00
344.00 144.00 110.00
405.00 0.00 110.00
405.00 48.00 110.00
405.00 96.00 110.00
405.00 144.00 110.00
466.00 0.00 110.00
466.00 48.00 110.00
466.00 96.00 110.00
466.00 144.00 110.00
0.00 0.00 110.00
0.00 76.00 110.00
103.00 0.00 110.00
103.00 76.00 110.00
206.00 0.00 110.00
206.00 76.00 110.00
0.00 168.00 116.00
74.00 168.00 116.00
148.00 168.00 116.00
222.00 168.00 116.00
344.00 192.00 126.00
344.00 0.00 149.00
344.00 43.00 149.00
344.00 86.00 149.00
344.00 129.00 149.00
434.00 0.00 149.00
434.00 43.00 149.00
434.00 86.00 149.00
434.00 129.00 149.00
0.00 168.00 156.00
0.00 168.00 179.00
73.00 168.00 156.00
73.00 168.00 179.00
146.00 168.00 156.00
146.00 168.00 179.00
219.00 168.00 156.00
219.00 168.00 179.00
0.00 0.00 174.00
