Case 1
0.00 0.00 149.00
0.00 76.00 149.00
108.00 0.00 149.00
108.00 76.00 149.00
216.00 0.00 149.00
216.00 76.00 149.00
324.00 0.00 149.00
324.00 76.00 149.00
0.00 0.00 179.00
0.00 66.00 179.00
95.00 0.00 179.00
95.00 66.00 179.00
190.00 0.00 179.00
190.00 66.00 179.00
285.00 0.00 179.00
285.00 66.00 179.00
used ratio:69.42%

Case 14
0.00 0.00 0.00
0.00 106.00 0.00
61.00 0.00 0.00
61.00 106.00 0.00
122.00 0.00 0.00
122.00 106.00 0.00
183.00 0.00 0.00
183.00 106.00 0.00
244.00 0.00 0.00
244.00 106.00 0.00
305.00 0.00 0.00
305.00 106.00 0.00
366.00 0.00 0.00
366.00 106.00 0.00
427.00 0.00 0.00
427.00 106.00 0.00
488.00 0.00 0.00
488.00 106.00 0.00
549.00 0.00 0.00
549.00 0.00 26.00
549.00 0.00 52.00
549.00 0.00 78.00
549.00 0.00 104.00
549.00 0.00 130.00
549.00 0.00 156.00
549.00 0.00 182.00
549.00 101.00 0.00
549.00 101.00 26.00
549.00 101.00 52.00
549.00 101.00 78.00
549.00 101.00 104.00
549.00 101.00 130.00
549.00 101.00 156.00
549.00 101.00 182.00
0.00 0.00 56.00
0.00 102.00 56.00
78.00 0.00 56.00
78.00 102.00 56.00
156.00 0.00 56.00
156.00 102.00 56.00
234.00 0.00 56.00
234.00 102.00 56.00
312.00 0.00 56.00
312.00 102.00 56.00
390.00 0.00 56.00
390.00 102.00 56.00
468.00 0.00 56.00
468.00 102.00 56.00
0.00 0.00 95.00
0.00 50.00 95.00
0.00 100.00 95.00
0.00 150.00 95.00
91.00 0.00 95.00
91.00 50.00 95.00
91.00 100.00 95.00
91.00 150.00 95.00
182.00 0.00 95.00
182.00 50.00 95.00
182.00 100.00 95.00
182.00 150.00 95.00
273.00 0.00 95.00
273.00 50.00 95.00
273.00 100.00 95.00
273.00 150.00 95.00
364.00 0.00 95.00
364.00 50.00 95.00
364.00 100.00 95.00
364.00 150.00 95.00
455.00 0.00 95.00
455.00 0.00 134.00
455.00 0.00 173.00
455.00 102.00 95.00
455.00 102.00 134.00
455.00 102.00 173.00
0.00 0.00 135.00
0.00 100.00 135.00
56.00 0.00 135.00
56.00 100.00 135.00
112.00 0.00 135.00
112.00 100.00 135.00
168.00 0.00 135.00
168.00 100.00 135.00
224.00 0.00 135.00
224.00 100.00 135.00
280.00 0.00 135.00
280.00 100.00 135.00
336.00 0.00 135.00
336.00 100.00 135.00
392.00 0.00 135.00
392.00 100.00 135.00
0.00 0.00 170.00
0.00 97.00 170.00
81.00 0.00 170.00
81.00 97.00 170.00
162.00 0.00 170.00
162.00 97.00 170.00
243.00 0.00 170.00
243.00 97.00 170.00
324.00 0.00 170.00
324.00 97.00 170.00
used ratio:78.913%

Case 15
0.00 0.00 0.00
0.00 77.00 0.00
0.00 154.00 0.00
87.00 0.00 0.00
87.00 77.00 0.00
87.00 154.00 0.00
174.00 0.00 0.00
174.00 77.00 0.00
174.00 154.00 0.00
261.00 0.00 0.00
261.00 77.00 0.00
261.00 154.00 0.00
348.00 0.00 0.00
348.00 77.00 0.00
348.00 154.00 0.00
435.00 0.00 0.00
435.00 77.00 0.00
435.00 154.00 0.00
522.00 0.00 0.00
522.00 55.00 0.00
522.00 110.00 0.00
522.00 165.00 0.00
552.00 0.00 0.00
552.00 55.00 0.00
552.00 110.00 0.00
552.00 165.00 0.00
0.00 0.00 43.00
0.00 109.00 43.00
58.00 0.00 43.00
58.00 109.00 43.00
116.00 0.00 43.00
116.00 109.00 43.00
174.00 0.00 43.00
174.00 109.00 43.00
232.00 0.00 43.00
232.00 109.00 43.00
290.00 0.00 43.00
290.00 109.00 43.00
348.00 0.00 43.00
348.00 109.00 43.00
406.00 0.00 43.00
406.00 109.00 43.00
464.00 0.00 43.00
464.00 0.00 79.00
464.00 0.00 115.00
464.00 0.00 151.00
464.00 94.00 43.00
464.00 94.00 79.00
464.00 94.00 115.00
464.00 94.00 151.00
522.00 0.00 94.00
522.00 0.00 130.00
522.00 0.00 166.00
522.00 94.00 94.00
522.00 94.00 130.00
522.00 94.00 166.00
0.00 0.00 97.00
0.00 100.00 97.00
80.00 0.00 97.00
80.00 100.00 97.00
160.00 0.00 97.00
160.00 100.00 97.00
240.00 0.00 97.00
240.00 100.00 97.00
320.00 0.00 97.00
320.00 100.00 97.00
400.00 0.00 97.00
400.00 0.00 119.00
400.00 0.00 141.00
400.00 0.00 163.00
400.00 0.00 185.00
400.00 91.00 97.00
400.00 91.00 119.00
400.00 91.00 141.00
400.00 91.00 163.00
400.00 91.00 185.00
0.00 0.00 169.00
0.00 88.00 169.00
54.00 0.00 169.00
54.00 88.00 169.00
108.00 0.00 169.00
108.00 88.00 169.00
162.00 0.00 169.00
162.00 88.00 169.00
216.00 0.00 169.00
216.00 88.00 169.00
270.00 0.00 169.00
270.00 88.00 169.00
324.00 0.00 169.00
324.00 88.00 169.00
464.00 0.00 187.00
464.00 91.00 187.00
used ratio:84.303%

Case 16
0.00 0.00 0.00
0.00 70.00 0.00
0.00 140.00 0.00
95.00 0.00 0.00
95.00 70.00 0.00
95.00 140.00 0.00
190.00 0.00 0.00
190.00 70.00 0.00
190.00 140.00 0.00
285.00 0.00 0.00
285.00 70.00 0.00
285.00 140.00 0.00
380.00 0.00 0.00
380.00 70.00 0.00
380.00 140.00 0.00
475.00 0.00 0.00
475.00 70.00 0.00
475.00 140.00 0.00
0.00 0.00 62.00
0.00 103.00 62.00
76.00 0.00 62.00
76.00 103.00 62.00
152.00 0.00 62.00
152.00 103.00 62.00
228.00 0.00 62.00
228.00 103.00 62.00
304.00 0.00 62.00
304.00 103.00 62.00
380.00 0.00 62.00
380.00 103.00 62.00
456.00 0.00 62.00
456.00 103.00 62.00
532.00 0.00 62.00
532.00 0.00 93.00
532.00 0.00 124.00
532.00 0.00 155.00
532.00 48.00 62.00
532.00 48.00 93.00
532.00 48.00 124.00
532.00 48.00 155.00
532.00 96.00 62.00
532.00 96.00 93.00
532.00 96.00 124.00
532.00 96.00 155.00
532.00 144.00 62.00
532.00 144.00 93.00
532.00 144.00 124.00
532.00 144.00 155.00
0.00 0.00 126.00
0.00 49.00 126.00
0.00 98.00 126.00
0.00 147.00 126.00
111.00 0.00 126.00
111.00 49.00 126.00
111.00 98.00 126.00
111.00 147.00 126.00
222.00 0.00 126.00
222.00 49.00 126.00
222.00 98.00 126.00
222.00 147.00 126.00
333.00 0.00 126.00
333.00 49.00 126.00
333.00 98.00 126.00
333.00 147.00 126.00
444.00 0.00 126.00
444.00 103.00 126.00
0.00 0.00 152.00
0.00 76.00 152.00
86.00 0.00 152.00
86.00 76.00 152.00
172.00 0.00 152.00
172.00 76.00 152.00
0.00 152.00 152.00
0.00 152.00 173.00
0.00 152.00 194.00
49.00 152.00 152.00
49.00 152.00 173.00
49.00 152.00 194.00
98.00 152.00 152.00
98.00 152.00 173.00
98.00 152.00 194.00
147.00 152.00 152.00
147.00 152.00 173.00
147.00 152.00 194.00
196.00 152.00 152.00
196.00 152.00 173.00
196.00 152.00 194.00
258.00 0.00 152.00
258.00 51.00 152.00
258.00 102.00 152.00
318.00 0.00 152.00
318.00 51.00 152.00
318.00 102.00 152.00
258.00 153.00 152.00
306.00 153.00 152.00
378.00 0.00 152.00
378.00 51.00 152.00
444.00 0.00 190.00
0.00 0.00 190.00
used ratio:73.788%

Case 17
0.00 0.00 0.00
0.00 113.00 0.00
92.00 0.00 0.00
92.00 113.00 0.00
184.00 0.00 0.00
184.00 113.00 0.00
276.00 0.00 0.00
276.00 113.00 0.00
368.00 0.00 0.00
368.00 113.00 0.00
460.00 0.00 0.00
460.00 113.00 0.00
552.00 0.00 0.00
552.00 0.00 75.00
552.00 45.00 0.00
552.00 45.00 75.00
552.00 90.00 0.00
552.00 90.00 75.00
552.00 135.00 0.00
552.00 135.00 75.00
552.00 180.00 0.00
552.00 180.00 75.00
0.00 0.00 33.00
0.00 64.00 33.00
0.00 128.00 33.00
92.00 0.00 33.00
92.00 64.00 33.00
92.00 128.00 33.00
184.00 0.00 33.00
184.00 64.00 33.00
184.00 128.00 33.00
276.00 0.00 33.00
276.00 64.00 33.00
276.00 128.00 33.00
368.00 0.00 33.00
368.00 64.00 33.00
368.00 128.00 33.00
460.00 0.00 33.00
460.00 64.00 33.00
460.00 128.00 33.00
0.00 192.00 33.00
29.00 192.00 33.00
58.00 192.00 33.00
87.00 192.00 33.00
116.00 192.00 33.00
145.00 192.00 33.00
174.00 192.00 33.00
203.00 192.00 33.00
232.00 192.00 33.00
261.00 192.00 33.00
290.00 192.00 33.00
319.00 192.00 33.00
348.00 192.00 33.00
377.00 192.00 33.00
406.00 192.00 33.00
435.00 192.00 33.00
464.00 192.00 33.00
493.00 192.00 33.00
522.00 192.00 33.00
0.00 0.00 66.00
0.00 0.00 105.00
0.00 59.00 66.00
0.00 59.00 105.00
0.00 118.00 66.00
0.00 118.00 105.00
119.00 0.00 66.00
119.00 0.00 105.00
119.00 59.00 66.00
119.00 59.00 105.00
119.00 118.00 66.00
119.00 118.00 105.00
238.00 0.00 66.00
238.00 0.00 105.00
238.00 59.00 66.00
238.00 59.00 105.00
238.00 118.00 66.00
238.00 118.00 105.00
357.00 0.00 66.00
357.00 0.00 105.00
357.00 59.00 66.00
357.00 59.00 105.00
357.00 118.00 66.00
357.00 118.00 105.00
476.00 0.00 66.00
476.00 0.00 101.00
476.00 0.00 136.00
476.00 0.00 171.00
476.00 45.00 66.00
476.00 45.00 101.00
476.00 45.00 136.00
476.00 45.00 171.00
476.00 90.00 66.00
476.00 90.00 101.00
476.00 90.00 136.00
476.00 90.00 171.00
476.00 135.00 66.00
476.00 135.00 101.00
476.00 135.00 136.00
476.00 135.00 171.00
0.00 192.00 90.00
57.00 192.00 90.00
114.00 192.00 90.00
171.00 192.00 90.00
228.00 192.00 90.00
285.00 192.00 90.00
342.00 192.00 90.00
0.00 0.00 144.00
0.00 37.00 144.00
0.00 74.00 144.00
0.00 111.00 144.00
99.00 0.00 144.00
99.00 37.00 144.00
99.00 74.00 144.00
99.00 111.00 144.00
198.00 0.00 144.00
198.00 37.00 144.00
198.00 74.00 144.00
198.00 111.00 144.00
297.00 0.00 144.00
297.00 37.00 144.00
297.00 74.00 144.00
297.00 111.00 144.00
396.00 0.00 144.00
396.00 0.00 172.00
396.00 52.00 144.00
396.00 52.00 172.00
396.00 104.00 144.00
396.00 104.00 172.00
433.00 0.00 144.00
433.00 0.00 172.00
433.00 52.00 144.00
433.00 52.00 172.00
433.00 104.00 144.00
433.00 104.00 172.00
552.00 0.00 150.00
552.00 37.00 150.00
552.00 74.00 150.00
552.00 111.00 150.00
552.00 148.00 150.00
552.00 185.00 150.00
0.00 0.00 174.00
92.00 0.00 174.00
184.00 0.00 174.00
276.00 0.00 174.00
used ratio:80.446%

Case 18
0.00 0.00 0.00
0.00 84.00 0.00
72.00 0.00 0.00
72.00 84.00 0.00
144.00 0.00 0.00
144.00 84.00 0.00
216.00 0.00 0.00
216.00 84.00 0.00
288.00 0.00 0.00
288.00 84.00 0.00
360.00 0.00 0.00
360.00 84.00 0.00
432.00 0.00 0.00
432.00 84.00 0.00
504.00 0.00 0.00
504.00 84.00 0.00
0.00 168.00 0.00
60.00 168.00 0.00
120.00 168.00 0.00
180.00 168.00 0.00
240.00 168.00 0.00
300.00 168.00 0.00
360.00 168.00 0.00
420.00 168.00 0.00
480.00 168.00 0.00
540.00 168.00 0.00
540.00 168.00 31.00
540.00 168.00 62.00
540.00 168.00 93.00
540.00 168.00 124.00
540.00 168.00 155.00
540.00 168.00 186.00
0.00 168.00 41.00
0.00 168.00 88.00
71.00 168.00 41.00
71.00 168.00 88.00
142.00 168.00 41.00
142.00 168.00 88.00
213.00 168.00 41.00
213.00 168.00 88.00
284.00 168.00 41.00
284.00 168.00 88.00
355.00 168.00 41.00
355.00 168.00 88.00
426.00 168.00 41.00
426.00 168.00 88.00
497.00 168.00 41.00
497.00 168.00 72.00
497.00 168.00 103.00
497.00 168.00 134.00
497.00 168.00 165.00
0.00 0.00 85.00
0.00 70.00 85.00
95.00 0.00 85.00
95.00 70.00 85.00
190.00 0.00 85.00
190.00 70.00 85.00
285.00 0.00 85.00
285.00 70.00 85.00
380.00 0.00 85.00
380.00 70.00 85.00
475.00 0.00 85.00
475.00 70.00 85.00
0.00 140.00 85.00
49.00 140.00 85.00
98.00 140.00 85.00
147.00 140.00 85.00
196.00 140.00 85.00
245.00 140.00 85.00
294.00 140.00 85.00
343.00 140.00 85.00
392.00 140.00 85.00
441.00 140.00 85.00
490.00 140.00 85.00
0.00 140.00 106.00
49.00 140.00 106.00
0.00 168.00 135.00
90.00 168.00 135.00
180.00 168.00 135.00
270.00 168.00 135.00
360.00 168.00 135.00
0.00 0.00 147.00
49.00 0.00 147.00
98.00 0.00 147.00
147.00 0.00 147.00
196.00 0.00 147.00
245.00 0.00 147.00
294.00 0.00 147.00
343.00 0.00 147.00
392.00 0.00 147.00
441.00 0.00 147.00
490.00 0.00 147.00
0.00 168.00 168.00
90.00 168.00 168.00
180.00 168.00 168.00
0.00 0.00 173.00
76.00 0.00 173.00
152.00 0.00 173.00
228.00 0.00 173.00
304.00 0.00 173.00
380.00 0.00 173.00
456.00 0.00 173.00
used ratio:73.578%

Case 19
0.00 0.00 0.00
0.00 102.00 0.00
78.00 0.00 0.00
78.00 102.00 0.00
156.00 0.00 0.00
156.00 102.00 0.00
234.00 0.00 0.00
234.00 102.00 0.00
312.00 0.00 0.00
312.00 102.00 0.00
390.00 0.00 0.00
390.00 102.00 0.00
468.00 0.00 0.00
468.00 102.00 0.00
546.00 0.00 0.00
546.00 0.00 91.00
546.00 50.00 0.00
546.00 50.00 91.00
546.00 100.00 0.00
546.00 100.00 91.00
546.00 150.00 0.00
546.00 150.00 91.00
0.00 0.00 39.00
0.00 61.00 39.00
0.00 122.00 39.00
106.00 0.00 39.00
106.00 61.00 39.00
106.00 122.00 39.00
212.00 0.00 39.00
212.00 61.00 39.00
212.00 122.00 39.00
318.00 0.00 39.00
318.00 61.00 39.00
318.00 122.00 39.00
424.00 0.00 39.00
424.00 61.00 39.00
424.00 122.00 39.00
0.00 0.00 95.00
0.00 56.00 95.00
0.00 112.00 95.00
100.00 0.00 95.00
100.00 56.00 95.00
100.00 112.00 95.00
200.00 0.00 95.00
200.00 56.00 95.00
200.00 112.00 95.00
300.00 0.00 95.00
300.00 56.00 95.00
300.00 112.00 95.00
400.00 0.00 95.00
400.00 91.00 95.00
450.00 0.00 95.00
450.00 91.00 95.00
500.00 0.00 95.00
500.00 30.00 95.00
500.00 60.00 95.00
500.00 90.00 95.00
500.00 120.00 95.00
500.00 150.00 95.00
0.00 0.00 130.00
0.00 81.00 130.00
97.00 0.00 130.00
97.00 81.00 130.00
194.00 0.00 130.00
194.00 81.00 130.00
291.00 0.00 130.00
291.00 81.00 130.00
400.00 0.00 135.00
400.00 0.00 177.00
400.00 66.00 135.00
400.00 66.00 177.00
450.00 0.00 135.00
450.00 0.00 177.00
450.00 66.00 135.00
450.00 66.00 177.00
400.00 132.00 135.00
400.00 132.00 175.00
0.00 0.00 157.00
0.00 75.00 157.00
57.00 0.00 157.00
57.00 75.00 157.00
114.00 0.00 157.00
114.00 75.00 157.00
171.00 0.00 157.00
171.00 75.00 157.00
228.00 0.00 157.00
228.00 75.00 157.00
285.00 0.00 157.00
285.00 75.00 157.00
342.00 0.00 157.00
546.00 0.00 182.00
342.00 0.00 193.00
used ratio:68.114%

Case 20
0.00 0.00 0.00
0.00 88.00 0.00
94.00 0.00 0.00
94.00 88.00 0.00
188.00 0.00 0.00
188.00 88.00 0.00
282.00 0.00 0.00
282.00 88.00 0.00
376.00 0.00 0.00
376.00 88.00 0.00
470.00 0.00 0.00
470.00 88.00 0.00
0.00 176.00 0.00
70.00 176.00 0.00
140.00 176.00 0.00
210.00 176.00 0.00
280.00 176.00 0.00
350.00 176.00 0.00
420.00 176.00 0.00
490.00 176.00 0.00
0.00 176.00 37.00
65.00 176.00 37.00
130.00 176.00 37.00
195.00 176.00 37.00
260.00 176.00 37.00
325.00 176.00 37.00
390.00 176.00 37.00
455.00 176.00 37.00
0.00 0.00 50.00
0.00 84.00 50.00
86.00 0.00 50.00
86.00 84.00 50.00
172.00 0.00 50.00
172.00 84.00 50.00
258.00 0.00 50.00
258.00 84.00 50.00
344.00 0.00 50.00
344.00 84.00 50.00
430.00 0.00 50.00
430.00 84.00 50.00
0.00 176.00 87.00
0.00 176.00 121.00
0.00 176.00 155.00
81.00 176.00 87.00
81.00 176.00 121.00
81.00 176.00 155.00
162.00 176.00 87.00
162.00 176.00 121.00
162.00 176.00 155.00
243.00 176.00 87.00
243.00 176.00 121.00
243.00 176.00 155.00
324.00 176.00 87.00
324.00 176.00 121.00
324.00 176.00 155.00
405.00 176.00 87.00
405.00 176.00 121.00
405.00 176.00 155.00
0.00 0.00 95.00
0.00 61.00 95.00
71.00 0.00 95.00
71.00 61.00 95.00
142.00 0.00 95.00
142.00 61.00 95.00
213.00 0.00 95.00
213.00 61.00 95.00
284.00 0.00 95.00
284.00 61.00 95.00
355.00 0.00 95.00
355.00 61.00 95.00
426.00 0.00 95.00
426.00 61.00 95.00
0.00 122.00 95.00
0.00 0.00 147.00
86.00 0.00 147.00
172.00 0.00 147.00
258.00 0.00 147.00
344.00 0.00 147.00
430.00 0.00 147.00
430.00 51.00 147.00
used ratio:69.677%

Case 21
0.00 0.00 0.00
0.00 116.00 0.00
49.00 0.00 0.00
49.00 116.00 0.00
98.00 0.00 0.00
98.00 116.00 0.00
147.00 0.00 0.00
147.00 116.00 0.00
196.00 0.00 0.00
196.00 116.00 0.00
245.00 0.00 0.00
245.00 116.00 0.00
294.00 0.00 0.00
294.00 116.00 0.00
343.00 0.00 0.00
343.00 116.00 0.00
392.00 0.00 0.00
392.00 116.00 0.00
441.00 0.00 0.00
441.00 116.00 0.00
490.00 0.00 0.00
490.00 116.00 0.00
539.00 0.00 0.00
539.00 0.00 35.00
539.00 0.00 70.00
539.00 0.00 105.00
539.00 0.00 140.00
539.00 0.00 175.00
539.00 75.00 0.00
539.00 75.00 35.00
539.00 75.00 70.00
539.00 75.00 105.00
539.00 75.00 140.00
539.00 75.00 175.00
539.00 150.00 0.00
539.00 150.00 35.00
539.00 150.00 70.00
539.00 150.00 105.00
539.00 150.00 140.00
539.00 150.00 175.00
0.00 0.00 47.00
0.00 113.00 47.00
92.00 0.00 47.00
92.00 113.00 47.00
184.00 0.00 47.00
184.00 113.00 47.00
276.00 0.00 47.00
276.00 113.00 47.00
368.00 0.00 47.00
368.00 113.00 47.00
460.00 0.00 47.00
460.00 0.00 91.00
460.00 0.00 135.00
460.00 68.00 47.00
460.00 68.00 91.00
460.00 68.00 135.00
460.00 136.00 47.00
460.00 136.00 91.00
460.00 136.00 135.00
0.00 0.00 80.00
0.00 64.00 80.00
0.00 128.00 80.00
92.00 0.00 80.00
92.00 64.00 80.00
92.00 128.00 80.00
184.00 0.00 80.00
184.00 64.00 80.00
184.00 128.00 80.00
276.00 0.00 80.00
276.00 64.00 80.00
276.00 128.00 80.00
0.00 192.00 80.00
0.00 192.00 109.00
57.00 192.00 80.00
57.00 192.00 109.00
114.00 192.00 80.00
114.00 192.00 109.00
171.00 192.00 80.00
171.00 192.00 109.00
228.00 192.00 80.00
228.00 192.00 109.00
285.00 192.00 80.00
285.00 192.00 109.00
368.00 0.00 80.00
368.00 0.00 113.00
368.00 113.00 80.00
368.00 113.00 113.00
0.00 0.00 113.00
0.00 0.00 152.00
0.00 59.00 113.00
0.00 59.00 152.00
0.00 118.00 113.00
0.00 118.00 152.00
119.00 0.00 113.00
119.00 0.00 152.00
119.00 59.00 113.00
119.00 59.00 152.00
119.00 118.00 113.00
119.00 118.00 152.00
238.00 0.00 113.00
238.00 0.00 152.00
238.00 59.00 113.00
238.00 59.00 152.00
238.00 118.00 113.00
238.00 118.00 152.00
0.00 192.00 138.00
57.00 192.00 138.00
114.00 192.00 138.00
171.00 192.00 138.00
228.00 192.00 138.00
368.00 0.00 146.00
368.00 68.00 146.00
368.00 136.00 146.00
460.00 0.00 179.00
460.00 99.00 179.00
497.00 0.00 179.00
497.00 99.00 179.00
368.00 0.00 190.00
368.00 99.00 190.00
405.00 0.00 190.00
405.00 99.00 190.00
0.00 0.00 191.00
0.00 37.00 191.00
0.00 74.00 191.00
0.00 111.00 191.00
52.00 0.00 191.00
52.00 37.00 191.00
52.00 74.00 191.00
52.00 111.00 191.00
104.00 0.00 191.00
104.00 37.00 191.00
104.00 74.00 191.00
104.00 111.00 191.00
156.00 0.00 191.00
156.00 37.00 191.00
156.00 74.00 191.00
156.00 111.00 191.00
208.00 0.00 191.00
used ratio:85.164%

Case 22
0.00 0.00 0.00
0.00 73.00 0.00
0.00 146.00 0.00
109.00 0.00 0.00
109.00 73.00 0.00
109.00 146.00 0.00
218.00 0.00 0.00
218.00 73.00 0.00
218.00 146.00 0.00
327.00 0.00 0.00
327.00 73.00 0.00
327.00 146.00 0.00
436.00 0.00 0.00
436.00 73.00 0.00
436.00 146.00 0.00
545.00 0.00 0.00
545.00 0.00 32.00
545.00 42.00 0.00
545.00 42.00 32.00
545.00 84.00 0.00
545.00 84.00 32.00
545.00 126.00 0.00
545.00 126.00 32.00
545.00 168.00 0.00
545.00 168.00 32.00
0.00 0.00 23.00
0.00 0.00 74.00
0.00 79.00 23.00
0.00 79.00 74.00
118.00 0.00 23.00
118.00 0.00 74.00
118.00 79.00 23.00
118.00 79.00 74.00
236.00 0.00 23.00
236.00 0.00 74.00
236.00 79.00 23.00
236.00 79.00 74.00
354.00 0.00 23.00
354.00 0.00 74.00
354.00 79.00 23.00
354.00 79.00 74.00
472.00 0.00 23.00
472.00 0.00 75.00
472.00 0.00 127.00
472.00 58.00 23.00
472.00 58.00 75.00
472.00 58.00 127.00
472.00 116.00 23.00
472.00 116.00 55.00
472.00 116.00 87.00
472.00 116.00 119.00
0.00 158.00 23.00
0.00 158.00 59.00
76.00 158.00 23.00
76.00 158.00 59.00
152.00 158.00 23.00
152.00 158.00 59.00
228.00 158.00 23.00
228.00 158.00 59.00
304.00 158.00 23.00
304.00 158.00 59.00
380.00 158.00 23.00
380.00 158.00 59.00
456.00 158.00 23.00
456.00 158.00 59.00
0.00 158.00 95.00
0.00 158.00 138.00
64.00 158.00 95.00
64.00 158.00 138.00
128.00 158.00 95.00
128.00 158.00 138.00
192.00 158.00 95.00
192.00 158.00 138.00
256.00 158.00 95.00
256.00 158.00 138.00
320.00 158.00 95.00
320.00 158.00 138.00
384.00 158.00 95.00
384.00 158.00 138.00
448.00 158.00 95.00
448.00 158.00 138.00
0.00 0.00 125.00
0.00 70.00 125.00
84.00 0.00 125.00
84.00 70.00 125.00
168.00 0.00 125.00
168.00 70.00 125.00
252.00 0.00 125.00
252.00 70.00 125.00
336.00 0.00 125.00
336.00 70.00 125.00
0.00 0.00 160.00
0.00 66.00 160.00
80.00 0.00 160.00
80.00 66.00 160.00
160.00 0.00 160.00
160.00 66.00 160.00
240.00 0.00 160.00
240.00 66.00 160.00
320.00 0.00 160.00
320.00 66.00 160.00
0.00 158.00 181.00
86.00 158.00 181.00
172.00 158.00 181.00
258.00 158.00 181.00
344.00 158.00 181.00
used ratio:76.342%

Case 23
0.00 0.00 0.00
0.00 76.00 0.00
106.00 0.00 0.00
106.00 76.00 0.00
212.00 0.00 0.00
212.00 76.00 0.00
318.00 0.00 0.00
318.00 76.00 0.00
424.00 0.00 0.00
424.00 76.00 0.00
530.00 0.00 0.00
530.00 0.00 36.00
530.00 0.00 72.00
530.00 0.00 108.00
530.00 44.00 0.00
530.00 44.00 36.00
530.00 44.00 72.00
530.00 44.00 108.00
530.00 88.00 0.00
530.00 88.00 36.00
530.00 88.00 72.00
530.00 88.00 108.00
0.00 152.00 0.00
103.00 152.00 0.00
206.00 152.00 0.00
309.00 152.00 0.00
412.00 152.00 0.00
515.00 152.00 0.00
515.00 152.00 39.00
515.00 152.00 78.00
515.00 152.00 117.00
515.00 152.00 156.00
0.00 152.00 55.00
98.00 152.00 55.00
196.00 152.00 55.00
294.00 152.00 55.00
392.00 152.00 55.00
0.00 0.00 55.00
0.00 73.00 55.00
105.00 0.00 55.00
105.00 73.00 55.00
210.00 0.00 55.00
210.00 73.00 55.00
315.00 0.00 55.00
315.00 73.00 55.00
420.00 0.00 55.00
420.00 73.00 55.00
0.00 152.00 99.00
93.00 152.00 99.00
186.00 152.00 99.00
279.00 152.00 99.00
372.00 152.00 99.00
0.00 0.00 115.00
114.00 0.00 115.00
228.00 0.00 115.00
342.00 0.00 115.00
456.00 0.00 115.00
456.00 0.00 139.00
456.00 0.00 163.00
456.00 0.00 187.00
456.00 58.00 115.00
0.00 97.00 115.00
81.00 97.00 115.00
162.00 97.00 115.00
243.00 97.00 115.00
324.00 97.00 115.00
0.00 97.00 139.00
81.00 97.00 139.00
162.00 97.00 139.00
0.00 152.00 154.00
71.00 152.00 154.00
142.00 152.00 154.00
213.00 152.00 154.00
284.00 152.00 154.00
355.00 152.00 154.00
0.00 0.00 184.00
82.00 0.00 184.00
164.00 0.00 184.00
246.00 0.00 184.00
328.00 0.00 184.00
0.00 152.00 193.00
82.00 152.00 193.00
used ratio:75.856%

Case 24
0.00 0.00 0.00
0.00 76.00 0.00
0.00 152.00 0.00
108.00 0.00 0.00
108.00 76.00 0.00
108.00 152.00 0.00
216.00 0.00 0.00
216.00 76.00 0.00
216.00 152.00 0.00
324.00 0.00 0.00
324.00 76.00 0.00
324.00 152.00 0.00
432.00 0.00 0.00
432.00 0.00 48.00
432.00 0.00 96.00
432.00 111.00 0.00
432.00 111.00 48.00
432.00 111.00 96.00
502.00 0.00 0.00
502.00 0.00 48.00
502.00 0.00 96.00
502.00 111.00 0.00
502.00 111.00 48.00
502.00 111.00 96.00
0.00 0.00 30.00
0.00 72.00 30.00
0.00 144.00 30.00
98.00 0.00 30.00
98.00 72.00 30.00
98.00 144.00 30.00
196.00 0.00 30.00
196.00 72.00 30.00
196.00 144.00 30.00
294.00 0.00 30.00
294.00 0.00 55.00
294.00 110.00 30.00
294.00 110.00 55.00
337.00 0.00 30.00
337.00 0.00 55.00
337.00 110.00 30.00
337.00 110.00 55.00
380.00 0.00 30.00
380.00 0.00 55.00
380.00 110.00 30.00
380.00 110.00 55.00
0.00 0.00 76.00
0.00 66.00 76.00
0.00 132.00 76.00
95.00 0.00 76.00
95.00 66.00 76.00
95.00 132.00 76.00
190.00 0.00 76.00
190.00 66.00 76.00
190.00 132.00 76.00
294.00 0.00 80.00
294.00 67.00 80.00
294.00 134.00 80.00
356.00 0.00 80.00
356.00 67.00 80.00
356.00 134.00 80.00
0.00 0.00 107.00
0.00 99.00 107.00
120.00 0.00 107.00
120.00 99.00 107.00
240.00 0.00 107.00
240.00 0.00 132.00
240.00 34.00 107.00
240.00 34.00 132.00
240.00 68.00 107.00
240.00 68.00 132.00
240.00 102.00 107.00
240.00 102.00 132.00
240.00 136.00 107.00
240.00 136.00 132.00
240.00 170.00 107.00
240.00 170.00 130.00
240.00 170.00 153.00
240.00 170.00 176.00
432.00 0.00 144.00
432.00 95.00 144.00
459.00 0.00 144.00
459.00 95.00 144.00
486.00 0.00 144.00
486.00 95.00 144.00
513.00 0.00 144.00
513.00 95.00 144.00
540.00 0.00 144.00
540.00 95.00 144.00
432.00 190.00 144.00
465.00 190.00 144.00
498.00 190.00 144.00
240.00 0.00 157.00
240.00 0.00 185.00
240.00 81.00 157.00
240.00 81.00 185.00
432.00 0.00 170.00
432.00 81.00 170.00
526.00 0.00 170.00
526.00 81.00 170.00
294.00 0.00 177.00
